id,value,weight
Boot.Italian.Topic0.pizza,0.30508104,1
Boot.Italian.Topic0.good,0.248125238,0.81330927
Boot.Italian.Topic0.food,0.230985458,0.757128196
Boot.Italian.Topic0.great,0.222639462,0.729771545
Boot.Italian.Topic0.place,0.210778378,0.690893074
Boot.Italian.Topic0.service,0.167986767,0.55062998
Boot.Italian.Topic0.like,0.150276356,0.492578482
Boot.Italian.Topic0.just,0.150104163,0.492014065
Boot.Italian.Topic0.italian,0.129681435,0.42507209
Boot.Italian.Topic0.really,0.129244607,0.423640246
Boot.Italian.Topic0.time,0.128370115,0.420773822
Boot.Italian.Topic0.restaurant,0.123401085,0.404486247
Boot.Italian.Topic0.sauce,0.107357981,0.351899879
Boot.Italian.Topic0.best,0.106764871,0.349955771
Boot.Italian.Topic0.nice,0.106256023,0.34828786
Boot.Italian.Topic1,,
Boot.Italian.Topic1.pizza,-0.864038733,1
Boot.Italian.Topic1.food,0.247077791,0.285956845
Boot.Italian.Topic1.crust,-0.176446743,0.204211613
Boot.Italian.Topic1.service,0.124889703,0.144541787
Boot.Italian.Topic1.italian,0.119577084,0.138393199
Boot.Italian.Topic1.restaurant,0.108579775,0.125665402
Boot.Italian.Topic1.pasta,0.088717631,0.10267784
Boot.Italian.Topic1.wine,0.0811644,0.093936067
Boot.Italian.Topic1.dinner,0.075728014,0.087644235
Boot.Italian.Topic1.great,0.069885,0.080881791
Boot.Italian.Topic1.meal,0.065644011,0.075973459
Boot.Italian.Topic1.cheese,-0.065213412,0.075475102
Boot.Italian.Topic1.bread,0.060054505,0.069504413
Boot.Italian.Topic1.menu,0.058175261,0.067329459
Boot.Italian.Topic1.best,-0.058145502,0.067295018
Boot.Italian.Topic2,,
Boot.Italian.Topic2.great,-0.662238298,1
Boot.Italian.Topic2.food,-0.268151107,0.404916339
Boot.Italian.Topic2.service,-0.238647385,0.36036482
Boot.Italian.Topic2.ordered,0.1501592,0.226744966
Boot.Italian.Topic2.place,-0.144856166,0.218737223
Boot.Italian.Topic2.love,-0.138893981,0.209734141
Boot.Italian.Topic2.sauce,0.138151762,0.208613369
Boot.Italian.Topic2.like,0.137737743,0.207988187
Boot.Italian.Topic2.just,0.124836041,0.188506224
Boot.Italian.Topic2.atmosphere,-0.123326566,0.18622687
Boot.Italian.Topic2.pasta,0.106850707,0.161347822
Boot.Italian.Topic2.came,0.101197947,0.152811982
Boot.Italian.Topic2.didn,0.100449906,0.151682418
Boot.Italian.Topic2.got,0.099794179,0.15069225
Boot.Italian.Topic2.bread,0.099752605,0.150629472
Boot.Italian.Topic3,,
Boot.Italian.Topic3.good,-0.820559269,1
Boot.Italian.Topic3.love,0.202583555,0.246884732
Boot.Italian.Topic3.food,-0.172343091,0.210031252
Boot.Italian.Topic3.service,-0.154449614,0.188224812
Boot.Italian.Topic3.best,0.141346931,0.172256821
Boot.Italian.Topic3.amazing,0.132203923,0.161114411
Boot.Italian.Topic3.great,0.125746512,0.153244887
Boot.Italian.Topic3.really,-0.122029624,0.148715185
Boot.Italian.Topic3.pretty,-0.117648294,0.143375741
Boot.Italian.Topic3.delicious,0.10355538,0.126200976
Boot.Italian.Topic3.ve,0.071454809,0.087080618
Boot.Italian.Topic3.nice,-0.071109086,0.086659293
Boot.Italian.Topic3.time,0.07072394,0.086189923
Boot.Italian.Topic3.restaurant,0.070183787,0.085531648
Boot.Italian.Topic3.favorite,0.069772208,0.085030065
Boot.Italian.Topic4,,
Boot.Italian.Topic4.italian,-0.453405564,1
Boot.Italian.Topic4.love,-0.308279038,0.679918958
Boot.Italian.Topic4.best,-0.293087149,0.646412775
Boot.Italian.Topic4.great,0.291060862,0.641943737
Boot.Italian.Topic4.place,-0.235334039,0.519036505
Boot.Italian.Topic4.pasta,-0.176991786,0.390360861
Boot.Italian.Topic4.ve,-0.153633517,0.338843475
Boot.Italian.Topic4.service,0.152424269,0.336176441
Boot.Italian.Topic4.table,0.140864779,0.310681629
Boot.Italian.Topic4.minutes,0.138208265,0.304822606
Boot.Italian.Topic4.time,0.127525827,0.281262157
Boot.Italian.Topic4.came,0.127431137,0.281053316
Boot.Italian.Topic4.good,-0.122038632,0.269159979
Boot.Italian.Topic4.ordered,0.116850565,0.257717537
Boot.Italian.Topic4.server,0.115583887,0.254923838
Boot.Italian.Topic5,,
Boot.Italian.Topic5.place,0.40961944,1
Boot.Italian.Topic5.great,-0.344635531,0.841355408
Boot.Italian.Topic5.pasta,-0.274378983,0.669838773
Boot.Italian.Topic5.sauce,-0.250109988,0.610591109
Boot.Italian.Topic5.love,0.22300402,0.544417569
Boot.Italian.Topic5.salad,-0.219343252,0.535480573
Boot.Italian.Topic5.food,0.18805087,0.459086781
Boot.Italian.Topic5.chicken,-0.184352725,0.450058535
Boot.Italian.Topic5.bread,-0.157989801,0.385698982
Boot.Italian.Topic5.wait,0.143402132,0.350086247
Boot.Italian.Topic5.delicious,-0.13641873,0.333037735
Boot.Italian.Topic5.cheese,-0.131592073,0.321254462
Boot.Italian.Topic5.fresh,-0.127204342,0.310542738
Boot.Italian.Topic5.time,0.12102266,0.295451457
Boot.Italian.Topic5.just,0.111687629,0.272661935
Boot.Italian.Topic6,,
Boot.Italian.Topic6.place,-0.399999017,1
Boot.Italian.Topic6.food,0.350938398,0.877348151
Boot.Italian.Topic6.love,-0.349349514,0.873375933
Boot.Italian.Topic6.best,0.2823137,0.705785986
Boot.Italian.Topic6.italian,0.264124638,0.660313219
Boot.Italian.Topic6.service,0.259688216,0.649222136
Boot.Italian.Topic6.restaurant,0.230948095,0.577371656
Boot.Italian.Topic6.great,-0.221806931,0.55451869
Boot.Italian.Topic6.pizza,0.171026617,0.427567594
Boot.Italian.Topic6.really,-0.1570355,0.392589715
Boot.Italian.Topic6.good,-0.149008394,0.372521901
Boot.Italian.Topic6.salad,-0.131337541,0.32834466
Boot.Italian.Topic6.lunch,-0.12804148,0.320104487
Boot.Italian.Topic6.excellent,0.127040346,0.317601647
Boot.Italian.Topic6.ve,0.108534825,0.27133773
Boot.Italian.Topic7,,
Boot.Italian.Topic7.love,0.522762594,1
Boot.Italian.Topic7.italian,-0.324009782,0.619802918
Boot.Italian.Topic7.great,-0.304017023,0.581558486
Boot.Italian.Topic7.service,0.260078456,0.497507776
Boot.Italian.Topic7.place,-0.2400924,0.459276165
Boot.Italian.Topic7.salad,0.227892914,0.435939595
Boot.Italian.Topic7.amazing,0.216907854,0.414926119
Boot.Italian.Topic7.like,-0.214436208,0.410198072
Boot.Italian.Topic7.delicious,0.179777071,0.343898115
Boot.Italian.Topic7.excellent,0.146877429,0.280963923
Boot.Italian.Topic7.chicken,0.122109397,0.233584801
Boot.Italian.Topic7.food,0.117963918,0.225654855
Boot.Italian.Topic7.really,-0.105465763,0.201746957
Boot.Italian.Topic7.just,-0.099098217,0.189566388
Boot.Italian.Topic7.lunch,0.091678667,0.175373426
Boot.Italian.Topic8,,
Boot.Italian.Topic8.wine,-0.465714325,1
Boot.Italian.Topic8.food,0.277741977,0.596378428
Boot.Italian.Topic8.nice,-0.222807927,0.478421888
Boot.Italian.Topic8.bar,-0.213929299,0.459357352
Boot.Italian.Topic8.happy,-0.178889509,0.384118545
Boot.Italian.Topic8.restaurant,-0.166507578,0.357531579
Boot.Italian.Topic8.chicken,0.16135402,0.346465657
Boot.Italian.Topic8.hour,-0.158588521,0.34052747
Boot.Italian.Topic8.good,-0.158551708,0.340448423
Boot.Italian.Topic8.best,-0.156600399,0.336258497
Boot.Italian.Topic8.staff,-0.154196052,0.331095789
Boot.Italian.Topic8.service,0.145779213,0.313022823
Boot.Italian.Topic8.just,0.139199455,0.29889451
Boot.Italian.Topic8.like,0.133413894,0.286471527
Boot.Italian.Topic8.order,0.129612341,0.278308685
Boot.Italian.Topic9,,
Boot.Italian.Topic9.best,0.513918783,1
Boot.Italian.Topic9.ve,0.311891234,0.606888177
Boot.Italian.Topic9.italian,-0.231877725,0.451195272
Boot.Italian.Topic9.hour,0.224976503,0.437766648
Boot.Italian.Topic9.nice,-0.213563807,0.41555945
Boot.Italian.Topic9.happy,0.202691939,0.394404613
Boot.Italian.Topic9.restaurant,-0.186829459,0.36353888
Boot.Italian.Topic9.food,-0.174498592,0.339545075
Boot.Italian.Topic9.love,-0.169061214,0.328964847
Boot.Italian.Topic9.great,0.16657751,0.324131974
Boot.Italian.Topic9.wait,0.163376133,0.31790263
Boot.Italian.Topic9.good,0.147801522,0.287597042
Boot.Italian.Topic9.friendly,-0.142634136,0.277542174
Boot.Italian.Topic9.sandwich,0.140930992,0.274228139
Boot.Italian.Topic9.pizza,-0.133633356,0.260028161
